1	1	1	0	8.0423239118	-0.0200377894	3.111139	0.210190	-0.686037	7.242469	3.048917	1.725135
1	1	2	0	8.0160372820	-0.0200377894	2.903174	0.187846	-0.686037	6.880346	2.845110	1.381045
1	1	3	0	7.8253902934	-0.0200377894	2.780988	0.173999	-0.686037	6.536329	2.725368	1.167818
1	1	4	0	7.5209118242	-0.0200377894	2.711224	0.166990	-0.686037	6.209512	2.657000	1.049886
1	1	5	0	7.1629592311	-0.0200377894	2.721659	0.156798	-0.686037	5.899037	2.667226	0.984979
1	1	6	0	7.0890991101	-0.0200377894	2.586722	0.142548	-0.686037	5.604085	2.534987	0.740698
1	1	7	0	6.4751755388	-0.0200377894	2.671451	0.149777	-0.686037	5.323880	2.618022	0.881668
1	1	8	0	6.2853472669	-0.0200377894	2.612119	0.140134	-0.686037	5.057686	2.559877	0.745703
1	1	9	0	6.0606118743	-0.0200377894	2.604583	0.129488	-0.686037	4.804802	2.552491	0.646996
1	1	10	0	5.6701882697	-0.0200377894	2.707106	0.121493	-0.686037	4.564562	2.652964	0.674601
1	1	11	0	5.5858126217	-0.0200377894	2.620904	0.112623	-0.686037	4.336334	2.568486	0.504258
1	1	12	0	5.4854958259	-0.0200377894	2.576758	0.102573	-0.686037	4.119517	2.525223	0.356262
1	1	13	0	5.5733491648	-0.0200377894	2.423155	0.092400	-0.686037	3.913541	2.374692	0.090016
1	1	14	0	4.9069028845	-0.0200377894	2.597839	0.100260	-0.686037	3.717864	2.545882	0.351546
1	1	15	0	4.8916468981	-0.0200377894	2.527170	0.091081	-0.686037	3.531971	2.476626	0.176118
1	1	16	0	4.9791422032	-0.0200377894	2.450725	0.078550	-0.686037	3.355373	2.401710	-0.060505
1	1	17	0	4.3704148695	-0.0200377894	2.596910	0.086619	-0.686037	3.187604	2.544972	0.189336
1	1	18	0	4.2305690120	-0.0200377894	2.525343	0.087150	-0.686037	3.028224	2.474836	0.125895
1	1	19	0	4.3514654072	-0.0200377894	2.453475	0.074961	-0.686037	2.876813	2.404406	-0.108455
1	1	20	0	4.1939999890	-0.0200377894	2.432746	0.073894	-0.686037	2.732972	2.384091	-0.144269
1	1	21	0	4.1136125194	-0.0200377894	2.403282	0.070372	-0.686037	2.596323	2.355216	-0.225769
1	1	22	0	3.8956748431	-0.0200377894	2.429420	0.069986	-0.686037	2.466507	2.380831	-0.206071
1	1	23	0	4.0163883453	-0.0200377894	2.331025	0.063173	-0.686037	2.343182	2.284404	-0.412211
1	1	24	0	3.8925003448	-0.0200377894	2.330429	0.061330	-0.686037	2.226023	2.283821	-0.444378
1	1	25	0	3.7781040923	-0.0200377894	2.327455	0.059631	-0.686037	2.114722	2.280905	-0.477199
