1	1	3.0969850567
1	2	5.8229764231
1	3	5.6544834817
1	4	1.0695623710
1	5	-0.8369333942
1	6	1.4682994284
1	7	-0.8820775374
1	8	0.1576021659
1	9	5.7526482699
1	10	6.0448337800
1	11	3.5991185121
1	12	0.3908481517
1	13	-0.2127602414
1	14	2.5153410243
1	15	4.5851589960
1	16	1.4439686964
1	17	0.9271085162
1	18	0.4144187558
1	19	1.8430752074
1	20	-0.0373081067
1	21	5.8227001012
1	22	7.2114009198
1	23	-0.1071665674
1	24	2.6167768739
1	25	1.2436165192
1	26	1.6140062887
1	27	3.6321627436
1	28	3.0278145050
1	29	7.6951608192
1	30	7.3460605018
1	31	5.6601220368
1	32	-1.1046800255
1	33	7.6740524966
1	34	2.2596060079
1	35	5.8877589780
1	36	7.1406219212
1	37	2.3050031361
1	38	1.3322436908
1	39	5.1693558009
1	40	6.7514772599
1	41	5.2227129619
1	42	4.8642626113
1	43	2.5815229733
1	44	-0.9530605009
1	45	6.7611917186
1	46	5.2953800137
1	47	6.8207531523
1	48	8.2194282366
1	49	2.8700773851
1	50	-1.5227980244
1	51	4.8699961657
1	52	0.1233456867
1	53	-1.2826868096
1	54	8.0225284480
1	55	-0.9454527122
1	56	-0.0790262897
1	57	5.2535927906
1	58	-0.7860073160
1	59	2.5203694190
1	60	8.0344592001
1	61	6.4340103393
1	62	8.0926420327
1	63	5.1155361791
1	64	-0.0381783135
1	65	-0.2944670871
1	66	7.6093656540
1	67	7.7236045050
1	68	0.1244080083
1	69	5.4756529163
1	70	-0.1150528815
1	71	7.7083353074
1	72	-1.3309135750
1	73	6.8604507815
1	74	7.2203243783
1	75	5.0673230993
1	76	5.3593158966
1	77	5.5330420210
1	78	-0.7375385371
1	79	2.2303704618
1	80	0.0283498808
1	81	6.7351988090
1	82	5.1154730777
1	83	-1.4712512052
1	84	8.1276734525
1	85	0.3430183906
1	86	3.0851870626
1	87	8.0074893952
1	88	4.6252023278
1	89	6.8580426172
1	90	5.7043168999
1	91	4.6180675945
1	92	3.7918167465
1	93	0.6259030531
1	94	8.1834844443
1	95	3.5315558414
1	96	-0.5290773626
1	97	4.2998575115
1	98	3.8086860323
1	99	2.5816966779
1	100	4.8889389125
2	1	7.8653352131
2	2	3.0144113808
2	3	4.6075624992
2	4	7.2140110203
2	5	7.1180183725
2	6	7.5642134006
2	7	1.5546345546
2	8	5.8396404145
2	9	0.8145716715
2	10	2.0373760601
2	11	7.8488792992
2	12	-0.1716439293
2	13	3.2654454837
2	14	3.4599067280
2	15	4.8452567540
2	16	5.4564253694
2	17	1.8851307573
2	18	7.3668628541
2	19	-0.3680343070
2	20	1.9892224935
2	21	5.0022346200
2	22	3.2261850372
2	23	-0.8996947514
2	24	1.3684342946
2	25	1.9452929026
2	26	7.1486442594
2	27	2.6458634784
2	28	4.1224865710
2	29	2.2702588579
2	30	0.8174277693
2	31	-0.8289069572
2	32	7.0217625043
2	33	-0.1609844090
2	34	2.7308195068
2	35	-0.1913085163
2	36	-0.0110257923
2	37	6.4731947164
2	38	8.0264268563
2	39	1.5162081709
2	40	0.8984600972
2	41	2.0362049754
2	42	5.0932359556
2	43	-0.4455592047
2	44	3.6870380121
2	45	3.1062271731
2	46	-0.6390726915
2	47	1.5916174005
2	48	3.8998225042
2	49	3.5269802334
2	50	3.3392030933
2	51	-0.4739652054
2	52	1.4749735593
2	53	7.7261181572
2	54	2.0768299739
2	55	2.5519613354
2	56	2.0456727422
2	57	3.5312705076
2	58	7.6146753572
2	59	8.1839935193
2	60	7.0415656731
2	61	7.7470360120
2	62	5.8181339283
2	63	7.2503083862
2	64	0.8734586703
2	65	4.0635351827
2	66	4.8608890844
2	67	5.8290693520
2	68	-0.0157514182
2	69	2.6537310236
2	70	7.0767183779
2	71	-0.7906649736
2	72	6.0081171034
2	73	5.0546916267
2	74	6.1001487429
2	75	4.5414749883
2	76	1.1513549925
2	77	-1.2406117409
2	78	1.4630016444
2	79	1.7178765699
2	80	5.6888903101
2	81	7.6388766204
2	82	1.4892126830
2	83	4.7408467142
2	84	-1.1709820818
2	85	5.2310079280
2	86	3.7282332365
2	87	4.6951183098
2	88	1.3121149408
2	89	2.9525463368
2	90	-0.5195136811
2	91	4.8646375391
2	92	5.8974123824
2	93	7.9927180022
2	94	7.9703943176
2	95	6.1832882469
2	96	0.2745367783
2	97	7.4909721160
2	98	-0.0403611219
2	99	-0.1255271323
2	100	-1.5507314851
3	1	6.6621942890
3	2	3.5300928446
3	3	1.2785430446
3	4	2.3106992400
3	5	7.8700050429
3	6	5.8735763452
3	7	8.0859691623
3	8	5.5621899741
3	9	4.5577087618
3	10	-0.2203615162
3	11	6.9698613708
3	12	3.6368101335
3	13	-0.5942953475
3	14	6.5943388920
3	15	3.8141268236
3	16	-1.3209710647
3	17	7.8195612526
3	18	6.5549882442
3	19	7.6564819934
3	20	2.4363001076
3	21	3.4895066766
3	22	5.8153420267
3	23	3.3698034858
3	24	8.0382800577
3	25	1.5837157446
3	26	5.6165844866
3	27	3.7081042243
3	28	-0.5994792529
3	29	6.0023563156
3	30	-0.3178774422
3	31	6.2802356123
3	32	6.7339434619
3	33	1.3638639171
3	34	-1.0818855305
3	35	2.6339061509
3	36	4.0101112265
3	37	3.8587642286
3	38	-1.4455151540
3	39	0.7024540962
3	40	-1.0677567020
3	41	1.8246218697
3	42	-1.4019740892
3	43	-1.3950835819
3	44	0.5443117882
3	45	1.9934077767
3	46	5.8027174636
3	47	7.7698743057
3	48	0.4991316758
3	49	2.2617213539
3	50	4.1078277179
3	51	-0.3094116235
3	52	2.0076521538
3	53	8.2208779663
3	54	-0.0265133535
3	55	2.7072205101
3	56	1.9238247869
3	57	7.5074902802
3	58	3.0344148988
3	59	1.5633350999
3	60	2.0667075210
3	61	8.1361287459
3	62	4.5412532757
3	63	0.1232413121
3	64	4.1922533813
3	65	6.0173442690
3	66	4.4573192525
3	67	6.1875470509
3	68	5.7711885243
3	69	1.4450668583
3	70	4.7788271702
3	71	-0.8388565289
3	72	2.6764791758
3	73	2.1124187297
3	74	2.0372255775
3	75	2.8651655557
3	76	2.7635086375
3	77	8.0452145202
3	78	-1.0129540665
3	79	3.0436980263
3	80	-1.0183987082
3	81	3.8247327237
3	82	5.5639173691
3	83	-0.3950871736
3	84	7.0149208238
3	85	5.2469420748
3	86	-0.3764526191
3	87	3.5361793377
3	88	6.0579610377
3	89	4.6939742422
3	90	4.3717626322
3	91	8.1441616784
3	92	1.0576745620
3	93	0.6339647049
3	94	5.0316475785
3	95	0.2985369885
3	96	1.6323940225
3	97	5.1661906322
3	98	3.1756983865
3	99	5.5675255122
3	100	-1.1747529028
4	1	3.6122655553
4	2	3.6366260830
4	3	0.7018857886
4	4	7.1729589366
4	5	1.6533982190
4	6	5.9139287985
4	7	-0.4168581913
4	8	4.7324999080
4	9	7.5509302136
4	10	-0.3712957493
4	11	3.7187755672
4	12	5.0701904446
4	13	3.2924795767
4	14	4.5571052992
4	15	3.5964909766
4	16	0.8265008273
4	17	0.9014376410
4	18	-0.1258497555
4	19	0.0019094657
4	20	8.2988891357
4	21	6.6775565446
4	22	4.8330792319
4	23	7.1003130826
4	24	5.7422388640
4	25	-0.3038411334
4	26	3.5562173850
4	27	1.9685074260
4	28	4.6616886481
4	29	7.5416905814
4	30	7.2023117472
4	31	6.3686343135
4	32	6.2123045553
4	33	7.5221102568
4	34	7.2537008062
4	35	6.7929201606
4	36	0.6691889387
4	37	-1.4122171554
4	38	0.0295442795
4	39	1.5655340919
4	40	2.3429823316
4	41	1.5556595545
4	42	7.9541995587
4	43	4.5219533580
4	44	8.1333290331
4	45	4.0371360639
4	46	-1.3169281678
4	47	0.3150287105
4	48	7.7197626105
4	49	0.2521804689
4	50	-0.7542232204
4	51	6.3791501135
4	52	3.2863197697
4	53	5.2447288498
4	54	4.5097943104
4	55	-0.0006968535
4	56	0.3233957899
4	57	0.8401535460
4	58	4.4860200450
4	59	3.8292837894
4	60	7.5162664119
4	61	-0.1816188437
4	62	1.1259814715
4	63	4.8731911117
4	64	7.4324150916
4	65	2.3437026216
4	66	4.4085602590
4	67	4.1397437066
4	68	3.7512363426
4	69	-0.8703508331
4	70	1.5664669630
4	71	2.4652088811
4	72	3.5896909559
4	73	5.9047990519
4	74	0.8049203832
4	75	6.7310014089
4	76	3.4131532363
4	77	5.0810879302
4	78	3.8579703856
4	79	1.3008000765
4	80	7.9365637966
4	81	3.1476323795
4	82	6.2284660086
4	83	-0.0419295652
4	84	3.0319184975
4	85	-0.1614057347
4	86	-0.5121235982
4	87	2.5626257366
4	88	5.8487910002
4	89	-0.7522783496
4	90	0.1643705095
4	91	7.1759495865
4	92	-0.2263414266
4	93	-0.3869256186
4	94	6.8030053471
4	95	-1.0812384532
4	96	0.3979931390
4	97	4.0449746874
4	98	4.8940020112
4	99	1.3165375267
4	100	-0.0375561327
5	1	7.0569914993
5	2	6.4838495215
5	3	2.6780973246
5	4	-0.7966344277
5	5	-0.9050460544
5	6	2.2653364020
5	7	3.5083568622
5	8	2.1009551079
5	9	7.9114711150
5	10	0.7014246571
5	11	3.5151385786
5	12	0.9852925081
5	13	1.6664713687
5	14	6.0145922606
5	15	4.1588137831
5	16	6.6640323563
5	17	-1.3710978900
5	18	-0.5506848422
5	19	0.2572685790
5	20	2.0771134905
5	21	2.4061191088
5	22	-0.6594165712
5	23	-0.1734156107
5	24	0.1261309410
5	25	-1.3070176888
5	26	5.9369278932
5	27	0.0022950982
5	28	2.3459149864
5	29	5.9332336844
5	30	-0.2029873507
5	31	5.7146131080
5	32	6.4309305140
5	33	6.0441908659
5	34	4.3347522953
5	35	7.2447710361
5	36	7.4958842491
5	37	7.8119018448
5	38	4.9008105562
5	39	4.7872064769
5	40	-0.5129355477
5	41	4.5605723257
5	42	7.8024817134
5	43	4.2485053371
5	44	-1.2851702935
5	45	0.6994733921
